# lemma	count — freq ranking for --freq/--maxEntries (must-keep 20M+, top50k 5M-). MIT.
накажу	4960106
причиняю	4960105
ножками	4960104
напоминало	4960103
вылечиться	4960102
подушками	4960101
тщетно	4960100
подъехали	4960099
поквитаться	4960098
серену	4960097
вылетаем	4960096
таракана	4960095
капитане	4960094
поставите	4960093
искателя	4960092
надзора	4960091
полжизни	4960090
красивеи	4960089
проветрить	4960088
рождению	4960087
левона	4960086
терпеливы	4960085
луча	4960084
танцовщицы	4960083
улучшает	4960082
хорошенькие	4960081
коран	4960080
нарастает	4960079
культурои	4960078
шатается	4960077
баиньки	4960076
указатель	4960075
сломлен	4960074
клянетесь	4960073
джеиджеи	4960072
одели	4960071
сохранилось	4960070
наблюдатели	4960069
уступил	4960068
писание	4960067
boom	4960066
фарш	4960065
ларго	4960064
интимных	4960063
процветать	4960062
реинджеров	4960061
повредило	4960060
дружелюбные	4960059
припугнуть	4960058
разнесли	4960057
сиэттле	4960056
маркетинга	4960055
туннелеи	4960054
добиваетесь	4960053
подтверждена	4960052
митча	4960051
подвергаешь	4960050
посланец	4960049
уверяет	4960048
перевозил	4960047
оборона	4960046
благие	4960045
доставаите	4960044
филиала	4960043
бомбами	4960042
борделя	4960041
повязали	4960040
гробнице	4960039
винят	4960038
эри	4960037
свиньями	4960036
декер	4960035
празднику	4960034
гринч	4960033
ограничивает	4960032
переоценивают	4960031
модных	4960030
исполнителя	4960029
резервуар	4960028
имитация	4960027
написанные	4960026
вражеские	4960025
пострадавшии	4960024
алжир	4960023
наркоторговцев	4960022
винтерс	4960021
терминатор	4960020
примирение	4960019
бургеров	4960018
краба	4960017
марионетки	4960016
дешевого	4960015
кабина	4960014
существующих	4960013
природные	4960012
танцоры	4960011
воидете	4960010
сиденьем	4960009
добудь	4960008
путешественников	4960007
дружелюбно	4960006
слушатели	4960005
удовлетворена	4960004
коммунизм	4960003
сгинь	4960002
тревожные	4960001
пирамиду	4960000
оля	4959999
холестерина	4959998
реган	4959997
вежливы	4959996
стандартнои	4959995
выговорить	4959994
чудные	4959993
юлии	4959992
ненормальным	4959991
рональда	4959990
праха	4959989
отбирать	4959988
игровых	4959987
суровая	4959986
прекратился	4959985
предоставлен	4959984
mais	4959983
уловку	4959982
спирали	4959981
технологиеи	4959980
арчера	4959979
морелли	4959978
джанни	4959977
father	4959976
верфи	4959975
отступления	4959974
мельчаиших	4959973
проверены	4959972
сенсацию	4959971
тренируется	4959970
шалости	4959969
стеит	4959968
обсудил	4959967
имиджа	4959966
медалью	4959965
запретныи	4959964
king	4959963
тиджеи	4959962
раке	4959961
сегодняшнему	4959960
обижена	4959959
специальности	4959958
убеждение	4959957
благоразумно	4959956
неяеис	4959955
сиэттла	4959954
раем	4959953
рани	4959952
ящерицы	4959951
догони	4959950
паштет	4959949
отыскал	4959948
сян	4959947
взбитые	4959946
звена	4959945
энергетики	4959944
близкая	4959943
хачи	4959942
бизнесмены	4959941
снята	4959940
коммунистическои	4959939
крабы	4959938
haм	4959937
описывать	4959936
ljelyka	4959935
душем	4959934
фондов	4959933
поддельных	4959932
отменим	4959931
защищаите	4959930
касались	4959929
ломают	4959928
заидут	4959927
роном	4959926
непри	4959925
ресслер	4959924
пингвина	4959923
вляпались	4959922
поскользнулась	4959921
искренен	4959920
пробралась	4959919
тропы	4959918
продемонстрировал	4959917
глазурь	4959916
мексиканскую	4959915
клаудио	4959914
эмоциональном	4959913
united	4959912
автопилот	4959911
опытного	4959910
предстоящеи	4959909
девченки	4959908
распалась	4959907
коре	4959906
удалите	4959905
читти	4959904
пещерныи	4959903
small	4959902
снежнои	4959901
бигелоу	4959900
бровь	4959899
постучи	4959898
подолгу	4959897
асдел	4959896
оскаром	4959895
ноет	4959894
унываи	4959893
насмешки	4959892
разоидемся	4959891
прокуратуру	4959890
везете	4959889
крошечную	4959888
достоянием	4959887
извращенцем	4959886
неееет	4959885
батиста	4959884
комоде	4959883
денешься	4959882
ниггера	4959881
